a	000	41	0	1	9	8	1.1	0	8	9	10	8	7	9	1	1	0
a	001	22	1	1	3	6	1.0	1	9	11	3	5	7	14	1	1	0
a	002	32	0	1	7	6	1.125	0	7	7	7	7	5	7	1	1	0
a	003	21	0	1	5	4	0.75	1	2	3	9	9	11	4	1	1	1
a	004	35	0	3	8	5	1.3333333333333333	1	10	11	9	9	9	12	1	1	1
a	005	37	4	1	6	9	0.9090909090909091	1	17	17	5	10	9	21	1	1	0
a	006	61	0	1	10	8	0.9090909090909091	0	12	13	6	9	0	2	1	1	0
a	007	42	0	0	9	8	0.7272727272727273	0	9	8	6	8	6	8	1	1	0
a	008	43	3	0	10	8	0.7692307692307693	2	6	8	13	16	13	8	1	1	0
a	009	29	0	2	6	5	1.125	1	6	8	7	7	7	7	1	1	0
a	010	49	1	0	10	9	0.6923076923076923	0	14	11	11	12	11	12	1	1	0
a	011	45	0	1	11	6	0.8571428571428571	0	7	10	22	20	24	12	1	1	1
a	012	46	0	1	9	11	1.0	0	7	10	12	13	12	7	1	1	0
a	013	21	0	1	3	3	1.0	0	4	6	6	7	8	8	1	1	1
a	014	43	2	2	9	8	0.9090909090909091	1	12	11	7	9	4	12	1	1	0
a	015	46	1	0	9	8	1.0	0	8	9	10	12	11	8	1	1	0
a	016	38	1	2	10	6	1.1818181818181819	1	6	6	10	11	17	13	1	1	4
a	017	43	0	0	10	7	0.7272727272727273	0	7	6	11	13	4	5	1	1	0
a	018	36	0	1	6	5	1.0	1	8	10	10	12	13	13	1	1	1
a	019	25	0	4	6	3	1.375	1	5	7	5	6	9	13	1	1	4
a	020	33	1	0	7	5	0.9	1	6	8	9	12	13	11	1	1	2
a	021	57	7	0	3	14	1.0	1	36	36	14	16	15	37	1	1	0
a	022	53	6	0	3	13	1.0	1	33	33	13	15	14	34	1	1	0
a	023	40	0	0	8	8	1.0833333333333333	1	9	9	9	10	15	15	1	1	2
a	024	54	0	0	10	11	0.9166666666666666	0	7	9	10	11	1	4	1	1	0
a	025	28	0	2	6	5	1.5714285714285714	1	6	8	4	4	6	10	1	1	1
a	026	24	0	1	5	4	1.1428571428571428	0	6	7	6	8	8	9	1	1	1
a	027	50	0	0	7	8	0.7857142857142857	0	11	12	17	20	19	10	1	1	0
a	028	84	0	0	12	11	0.8571428571428571	0	15	16	8	11	0	0	1	1	0
a	029	43	1	0	9	7	0.7692307692307693	1	6	8	12	18	15	9	1	1	2
a	030	24	0	1	4	4	0.875	0	4	6	6	8	7	6	1	1	0
a	031	28	0	2	7	2	1.2222222222222223	0	5	6	4	6	6	12	1	1	3
a	032	22	0	1	3	4	1.0	1	6	5	6	6	12	10	1	1	2
a	033	39	0	3	7	6	1.25	1	8	11	13	15	23	17	1	1	5
a	034	29	1	0	6	5	0.9	1	4	6	13	10	16	6	1	1	1
a	035	36	0	0	7	8	0.8	1	9	9	6	7	6	10	1	1	0
a	036	35	1	0	9	6	0.9090909090909091	0	7	6	9	12	12	10	1	1	1
a	037	55	1	1	11	8	0.8571428571428571	0	10	12	13	14	4	11	1	1	0
a	038	47	0	0	10	9	1.2	1	9	9	10	9	8	9	1	1	0
a	039	28	0	0	8	6	1.25	0	4	4	7	8	13	6	1	1	2
a	040	27	0	1	7	5	1.125	0	5	5	8	8	8	7	1	1	0
a	041	35	0	3	9	5	1.3	1	6	8	9	6	12	13	1	1	4
a	042	45	0	1	10	7	1.0909090909090908	0	8	10	12	10	8	10	1	1	0
a	043	32	0	0	6	4	0.8181818181818182	1	6	7	13	13	16	8	1	1	0
a	044	33	0	0	6	5	1.0	1	7	8	10	10	15	13	1	1	2
a	045	43	0	0	9	10	0.9090909090909091	2	11	14	9	8	8	12	1	1	0
a	046	24	1	0	5	4	1.1428571428571428	0	6	6	4	4	3	6	1	1	0
a	047	53	1	1	13	8	1.0	0	9	10	20	22	24	11	1	1	1
a	048	31	0	0	5	4	0.75	1	7	6	15	15	21	10	1	1	2
a	049	37	1	1	9	7	0.6666666666666666	1	3	4	13	12	11	4	1	1	0
a	050	46	1	2	6	9	1.0909090909090908	2	17	20	8	9	8	19	1	1	0
a	051	27	2	1	4	5	0.9090909090909091	3	6	7	7	7	15	14	1	0	4
a	052	53	0	0	13	10	0.9230769230769231	0	7	8	17	16	13	7	1	1	0
a	053	39	0	0	9	7	0.8333333333333334	1	7	7	14	15	16	9	1	1	1
a	054	26	0	3	6	4	1.6666666666666667	1	5	7	3	3	1	5	1	1	0
a	055	62	0	3	14	8	1.0666666666666667	0	13	12	17	17	7	13	1	1	0
a	056	34	1	1	9	4	0.8181818181818182	1	7	6	12	11	10	10	1	1	1
a	057	35	0	2	8	6	1.1818181818181819	3	8	11	10	11	14	14	1	0	2
a	058	37	1	1	9	4	1.0909090909090908	1	11	9	14	11	14	14	1	1	0
a	059	23	1	0	6	6	0.8571428571428571	1	4	4	4	7	5	3	1	1	0
a	060	36	0	0	9	5	1.0909090909090908	1	9	9	11	10	16	15	1	1	3
a	061	40	0	2	8	8	1.4444444444444444	0	8	11	7	7	5	9	1	1	0
a	062	36	0	1	8	7	1.3333333333333333	0	7	8	8	6	6	9	1	1	0
a	063	48	0	3	10	8	0.9230769230769231	1	8	12	13	14	8	10	1	1	0
a	064	68	0	0	13	13	1.0714285714285714	0	11	15	15	13	5	7	1	1	0
a	065	50	1	0	10	8	1.0833333333333333	0	11	12	10	12	8	11	1	1	0
a	066	33	0	1	6	4	1.2	0	9	9	9	9	15	15	1	1	3
a	067	19	0	1	4	4	1.0	1	3	4	6	8	11	5	1	1	0
a	068	42	1	0	8	6	0.9230769230769231	1	9	10	13	15	17	15	1	1	1
